id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2,year
1304073,2022,Mumbai,2022-04-16,League,KD Karthik,Wankhede Stadium,RCB,DC,DC,field,RCB,runs,16.0,190.0,20.0,N,,Chirra Ravikanthreddy,J Madanagopal,2022
1304074,2022,Mumbai,2022-04-17,League,Umran Malik,Dr DY Patil Sports Academy,PBKS,SRH,SRH,field,SRH,wickets,7.0,152.0,20.0,N,,PG Pathak,R Pandit,2022
1304075,2022,Pune,2022-04-17,League,DA Miller,Maharashtra Cricket Association Stadium,CSK,GT,GT,field,GT,wickets,3.0,170.0,20.0,N,,KN Ananthapadmanabhan,UV Gandhe,2022
1304076,2022,Mumbai,2022-04-18,League,YS Chahal,Brabourne Stadium,RR,KKR,KKR,field,RR,runs,7.0,218.0,20.0,N,,GR Sadashiv Iyer,VK Sharma,2022
1304077,2022,Mumbai,2022-04-19,League,F du Plessis,Dr DY Patil Sports Academy,RCB,LSG,LSG,field,RCB,runs,18.0,182.0,20.0,N,,CB Gaffaney,N Pandit,2022
1304078,2022,Mumbai,2022-04-20,League,Kuldeep Yadav,Brabourne Stadium,PBKS,DC,DC,field,DC,wickets,9.0,116.0,20.0,N,,RJ Tucker,Tapan Sharma,2022
1304079,2022,Navi Mumbai,2022-04-21,League,Mukesh Choudhary,Dr DY Patil Sports Academy,MI,CSK,CSK,field,CSK,wickets,3.0,156.0,20.0,N,,BNJ Oxenford,UV Gandhe,2022
1304080,2022,Mumbai,2022-04-22,League,JC Buttler,Wankhede Stadium,RR,DC,DC,field,RR,runs,15.0,223.0,20.0,N,,NA Patwardhan,Nitin Menon,2022
1304081,2022,Navi Mumbai,2022-04-23,League,Rashid Khan,Dr DY Patil Sports Academy,GT,KKR,GT,bat,GT,runs,8.0,157.0,20.0,N,,KN Ananthapadmanabhan,UV Gandhe,2022
1304082,2022,Mumbai,2022-04-23,League,M Jansen,Brabourne Stadium,RCB,SRH,SRH,field,SRH,wickets,9.0,69.0,20.0,N,,Chirra Ravikanthreddy,J Madanagopal,2022
1304083,2022,Mumbai,2022-04-24,League,KL Rahul,Wankhede Stadium,LSG,MI,MI,field,LSG,runs,36.0,169.0,20.0,N,,M Erasmus,HAS Khalid,2022
1304084,2022,Mumbai,2022-04-25,League,S Dhawan,Wankhede Stadium,PBKS,CSK,CSK,field,PBKS,runs,11.0,188.0,20.0,N,,M Erasmus,Tapan Sharma,2022
1304085,2022,Pune,2022-04-26,League,R Parag,Maharashtra Cricket Association Stadium,RR,RCB,RCB,field,RR,runs,29.0,145.0,20.0,N,,BNJ Oxenford,KN Ananthapadmanabhan,2022
1304086,2022,Mumbai,2022-04-27,League,Umran Malik,Wankhede Stadium,SRH,GT,GT,field,GT,wickets,5.0,196.0,20.0,N,,CB Gaffaney,Navdeep Singh,2022
1304087,2022,Mumbai,2022-04-28,League,Kuldeep Yadav,Wankhede Stadium,KKR,DC,DC,field,DC,wickets,4.0,147.0,20.0,N,,AK Chaudhary,PG Pathak,2022
1304088,2022,Pune,2022-04-29,League,KH Pandya,Maharashtra Cricket Association Stadium,LSG,PBKS,PBKS,field,LSG,runs,20.0,154.0,20.0,N,,MA Gough,UV Gandhe,2022
1304089,2022,Mumbai,2022-04-30,League,R Tewatia,Brabourne Stadium,RCB,GT,RCB,bat,GT,wickets,6.0,171.0,20.0,N,,HAS Khalid,VK Sharma,2022
1304090,2022,Navi Mumbai,2022-04-30,League,SA Yadav,Dr DY Patil Sports Academy,RR,MI,MI,field,MI,wickets,5.0,159.0,20.0,N,,BNJ Oxenford,YC Barde,2022
1304091,2022,Mumbai,2022-05-01,League,Mohsin Khan,Wankhede Stadium,LSG,DC,LSG,bat,LSG,runs,6.0,196.0,20.0,N,,Chirra Ravikanthreddy,CB Gaffaney,2022
1304092,2022,Pune,2022-05-01,League,RD Gaikwad,Maharashtra Cricket Association Stadium,CSK,SRH,SRH,field,CSK,runs,13.0,203.0,20.0,N,,AK Chaudhary,KN Ananthapadmanabhan,2022
1304093,2022,Mumbai,2022-05-02,League,RK Singh,Wankhede Stadium,RR,KKR,KKR,field,KKR,wickets,7.0,153.0,20.0,N,,J Madanagopal,N Pandit,2022
1304094,2022,Navi Mumbai,2022-05-03,League,K Rabada,Dr DY Patil Sports Academy,GT,PBKS,GT,bat,PBKS,wickets,8.0,144.0,20.0,N,,R Pandit,VK Sharma,2022
1304095,2022,Pune,2022-05-04,League,HV Patel,Maharashtra Cricket Association Stadium,RCB,CSK,CSK,field,RCB,runs,13.0,174.0,20.0,N,,KN Ananthapadmanabhan,MA Gough,2022
1304096,2022,Mumbai,2022-05-05,League,DA Warner,Brabourne Stadium,DC,SRH,SRH,field,DC,runs,21.0,208.0,20.0,N,,Navdeep Singh,NA Patwardhan,2022
1304097,2022,Mumbai,2022-05-06,League,TH David,Brabourne Stadium,MI,GT,GT,field,MI,runs,5.0,178.0,20.0,N,,J Madanagopal,GR Sadashiv Iyer,2022
1304098,2022,Mumbai,2022-05-07,League,YBK Jaiswal,Wankhede Stadium,PBKS,RR,PBKS,bat,RR,wickets,6.0,190.0,20.0,N,,Chirra Ravikanthreddy,YC Barde,2022
1304099,2022,Pune,2022-05-07,League,Avesh Khan,Maharashtra Cricket Association Stadium,LSG,KKR,KKR,field,LSG,runs,75.0,177.0,20.0,N,,AK Chaudhary,MA Gough,2022
1304100,2022,Mumbai,2022-05-08,League,PWH de Silva,Wankhede Stadium,RCB,SRH,RCB,bat,RCB,runs,67.0,193.0,20.0,N,,BNJ Oxenford,N Pandit,2022
1304101,2022,Navi Mumbai,2022-05-08,League,DP Conway,Dr DY Patil Sports Academy,CSK,DC,DC,field,CSK,runs,91.0,209.0,20.0,N,,Nitin Menon,R Pandit,2022
1304102,2022,Navi Mumbai,2022-05-09,League,JJ Bumrah,Dr DY Patil Sports Academy,KKR,MI,MI,field,KKR,runs,52.0,166.0,20.0,N,,CB Gaffaney,GR Sadashiv Iyer,2022
1304103,2022,Pune,2022-05-10,League,Shubman Gill,Maharashtra Cricket Association Stadium,GT,LSG,GT,bat,GT,runs,62.0,145.0,20.0,N,,KN Ananthapadmanabhan,MA Gough,2022
1304104,2022,Navi Mumbai,2022-05-11,League,MR Marsh,Dr DY Patil Sports Academy,RR,DC,DC,field,DC,wickets,8.0,161.0,20.0,N,,NA Patwardhan,Nitin Menon,2022
1304105,2022,Mumbai,2022-05-12,League,DR Sams,Wankhede Stadium,CSK,MI,MI,field,MI,wickets,5.0,98.0,20.0,N,,Chirra Ravikanthreddy,CB Gaffaney,2022
1304106,2022,Mumbai,2022-05-13,League,JM Bairstow,Brabourne Stadium,PBKS,RCB,RCB,field,PBKS,runs,54.0,210.0,20.0,N,,J Madanagopal,N Pandit,2022
1304107,2022,Pune,2022-05-14,League,AD Russell,Maharashtra Cricket Association Stadium,KKR,SRH,KKR,bat,KKR,runs,54.0,178.0,20.0,N,,AK Chaudhary,KN Ananthapadmanabhan,2022
1304108,2022,Mumbai,2022-05-15,League,WP Saha,Wankhede Stadium,CSK,GT,CSK,bat,GT,wickets,7.0,134.0,20.0,N,,R Pandit,VK Sharma,2022
1304109,2022,Mumbai,2022-05-15,League,TA Boult,Brabourne Stadium,RR,LSG,RR,bat,RR,runs,24.0,179.0,20.0,N,,PG Pathak,Tapan Sharma,2022
1304110,2022,Navi Mumbai,2022-05-16,League,SN Thakur,Dr DY Patil Sports Academy,DC,PBKS,PBKS,field,DC,runs,17.0,160.0,20.0,N,,GR Sadashiv Iyer,Nitin Menon,2022
1304111,2022,Mumbai,2022-05-17,League,RA Tripathi,Wankhede Stadium,SRH,MI,MI,field,SRH,runs,3.0,194.0,20.0,N,,CB Gaffaney,N Pandit,2022
1304112,2022,Navi Mumbai,2022-05-18,League,Q de Kock,Dr DY Patil Sports Academy,LSG,KKR,LSG,bat,LSG,runs,2.0,211.0,20.0,N,,R Pandit,YC Barde,2022
1304113,2022,Mumbai,2022-05-19,League,V Kohli,Wankhede Stadium,GT,RCB,GT,bat,RCB,wickets,8.0,169.0,20.0,N,,KN Ananthapadmanabhan,GR Sadashiv Iyer,2022
1304114,2022,Mumbai,2022-05-20,League,R Ashwin,Brabourne Stadium,CSK,RR,CSK,bat,RR,wickets,5.0,151.0,20.0,N,,CB Gaffaney,NA Patwardhan,2022
1304115,2022,Mumbai,2022-05-21,League,JJ Bumrah,Wankhede Stadium,DC,MI,MI,field,MI,wickets,5.0,160.0,20.0,N,,Nitin Menon,Tapan Sharma,2022
1304116,2022,Mumbai,2022-05-22,League,Harpreet Brar,Wankhede Stadium,SRH,PBKS,SRH,bat,PBKS,wickets,5.0,158.0,20.0,N,,AK Chaudhary,NA Patwardhan,2022
1312197,2022,Kolkata,2022-05-24,Qualifier 1,DA Miller,Eden Gardens,RR,GT,GT,field,GT,wickets,7.0,189.0,20.0,N,,BNJ Oxenford,VK Sharma,2022
1312198,2022,Kolkata,2022-05-25,Eliminator,RM Patidar,Eden Gardens,RCB,LSG,LSG,field,RCB,runs,14.0,208.0,20.0,N,,J Madanagopal,MA Gough,2022
1312199,2022,Ahmedabad,2022-05-27,Qualifier 2,JC Buttler,"Narendra Modi Stadium, Ahmedabad",RCB,RR,RR,field,RR,wickets,7.0,158.0,20.0,N,,CB Gaffaney,Nitin Menon,2022
1312200,2022,Ahmedabad,2022-05-29,Final,HH Pandya,"Narendra Modi Stadium, Ahmedabad",RR,GT,RR,bat,GT,wickets,7.0,131.0,20.0,N,,CB Gaffaney,Nitin Menon,2022
1359475,2023,Ahmedabad,2023-03-31,League,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",CSK,GT,GT,field,GT,wickets,5.0,179.0,20.0,N,,Nitin Menon,HAS Khalid,2023
1359476,2023,Chandigarh,2023-04-01,League,Arshdeep Singh,Punjab Cricket Association Stadium,PBKS,KKR,KKR,field,PBKS,runs,7.0,154.0,16.0,N,D/L,BNJ Oxenford,YC Barde,2023
1359477,2023,Lucknow,2023-04-01,League,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,DC,field,LSG,runs,50.0,194.0,20.0,N,,AK Chaudhary,NA Patwardhan,2023
1359478,2023,Hyderabad,2023-04-02,League,JC Buttler,Rajiv Gandhi International Stadium,RR,SRH,SRH,field,RR,runs,72.0,204.0,20.0,N,,KN Ananthapadmanabhan,R Pandit,2023
1359479,2023,Bengaluru,2023-04-02,League,F du Plessis,M Chinnaswamy Stadium,MI,RCB,RCB,field,RCB,wickets,8.0,172.0,20.0,N,,Nitin Menon,Tapan Sharma,2023
1359480,2023,Chennai,2023-04-03,League,MM Ali,MA Chidambaram Stadium,CSK,LSG,LSG,field,CSK,runs,12.0,218.0,20.0,N,,A Totre,BNJ Oxenford,2023
1359481,2023,Delhi,2023-04-04,League,B Sai Sudharsan,Arun Jaitley Stadium,DC,GT,GT,field,GT,wickets,6.0,163.0,20.0,N,,A Nand Kishore,GR Sadashiv Iyer,2023
1359482,2023,Guwahati,2023-04-05,League,NT Ellis,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,RR,field,PBKS,runs,5.0,198.0,20.0,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar,2023
1359483,2023,Kolkata,2023-04-06,League,SN Thakur,Eden Gardens,KKR,RCB,RCB,field,KKR,runs,81.0,205.0,20.0,N,,Vinod Seshan,VK Sharma,2023
1359484,2023,Lucknow,2023-04-07,League,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,LSG,SRH,bat,LSG,wickets,5.0,122.0,20.0,N,,J Madanagopal,YC Barde,2023
1359485,2023,Guwahati,2023-04-08,League,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",RR,DC,DC,field,RR,runs,57.0,200.0,20.0,N,,Navdeep Singh,MV Saidharshan Kumar,2023
1359486,2023,Mumbai,2023-04-08,League,RA Jadeja,Wankhede Stadium,MI,CSK,CSK,field,CSK,wickets,7.0,158.0,20.0,N,,CB Gaffaney,NA Patwardhan,2023
1359487,2023,Ahmedabad,2023-04-09,League,RK Singh,"Narendra Modi Stadium, Ahmedabad",GT,KKR,GT,bat,KKR,wickets,3.0,205.0,20.0,N,,Nitin Menon,Tapan Sharma,2023
1359488,2023,Hyderabad,2023-04-09,League,S Dhawan,Rajiv Gandhi International Stadium,PBKS,SRH,SRH,field,SRH,wickets,8.0,144.0,20.0,N,,BNJ Oxenford,UV Gandhe,2023
1359489,2023,Bengaluru,2023-04-10,League,N Pooran,M Chinnaswamy Stadium,RCB,LSG,LSG,field,LSG,wickets,1.0,213.0,20.0,N,,AK Chaudhary,A Nand Kishore,2023
1359490,2023,Delhi,2023-04-11,League,RG Sharma,Arun Jaitley Stadium,DC,MI,MI,field,MI,wickets,6.0,173.0,20.0,N,,MA Gough,R Pandit,2023
1359491,2023,Chennai,2023-04-12,League,R Ashwin,MA Chidambaram Stadium,RR,CSK,CSK,field,RR,runs,3.0,176.0,20.0,N,,Vinod Seshan,VK Sharma,2023
1359492,2023,Chandigarh,2023-04-13,League,MM Sharma,Punjab Cricket Association Stadium,PBKS,GT,GT,field,GT,wickets,6.0,154.0,20.0,N,,A Totre,J Madanagopal,2023
1359493,2023,Kolkata,2023-04-14,League,HC Brook,Eden Gardens,SRH,KKR,KKR,field,SRH,runs,23.0,229.0,20.0,N,,CB Gaffaney,GR Sadashiv Iyer,2023
1359494,2023,Bengaluru,2023-04-15,League,V Kohli,M Chinnaswamy Stadium,RCB,DC,DC,field,RCB,runs,23.0,175.0,20.0,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar,2023
1359495,2023,Lucknow,2023-04-15,League,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,PBKS,PBKS,field,PBKS,wickets,2.0,160.0,20.0,N,,HAS Khalid,VK Sharma,2023
1359496,2023,Mumbai,2023-04-16,League,VR Iyer,Wankhede Stadium,KKR,MI,MI,field,MI,wickets,5.0,186.0,20.0,N,,BNJ Oxenford,UV Gandhe,2023
1359497,2023,Ahmedabad,2023-04-16,League,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",GT,RR,RR,field,RR,wickets,3.0,178.0,20.0,N,,AK Chaudhary,CB Gaffaney,2023
1359498,2023,Bengaluru,2023-04-17,League,DP Conway,M Chinnaswamy Stadium,CSK,RCB,RCB,field,CSK,runs,8.0,227.0,20.0,N,,KN Ananthapadmanabhan,Navdeep Singh,2023
1359499,2023,Hyderabad,2023-04-18,League,C Green,Rajiv Gandhi International Stadium,MI,SRH,SRH,field,MI,runs,14.0,193.0,20.0,N,,Nitin Menon,Vinod Seshan,2023
1359500,2023,Jaipur,2023-04-19,League,MP Stoinis,Sawai Mansingh Stadium,LSG,RR,RR,field,LSG,runs,10.0,155.0,20.0,N,,J Madanagopal,YC Barde,2023
1359501,2023,Chandigarh,2023-04-20,League,Mohammed Siraj,Punjab Cricket Association Stadium,RCB,PBKS,PBKS,field,RCB,runs,24.0,175.0,20.0,N,,AK Chaudhary,GR Sadashiv Iyer,2023
1359502,2023,Delhi,2023-04-20,League,I Sharma,Arun Jaitley Stadium,KKR,DC,DC,field,DC,wickets,4.0,128.0,20.0,N,,MA Gough,R Pandit,2023
1359503,2023,Chennai,2023-04-21,League,RA Jadeja,MA Chidambaram Stadium,SRH,CSK,CSK,field,CSK,wickets,7.0,135.0,20.0,N,,HAS Khalid,VK Sharma,2023
1359504,2023,Lucknow,2023-04-22,League,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,LSG,GT,bat,GT,runs,7.0,136.0,20.0,N,,A Totre,RJ Tucker,2023
1359505,2023,Mumbai,2023-04-22,League,SM Curran,Wankhede Stadium,PBKS,MI,MI,field,PBKS,runs,13.0,215.0,20.0,N,,CB Gaffaney,GR Sadashiv Iyer,2023
1359506,2023,Bengaluru,2023-04-23,League,GJ Maxwell,M Chinnaswamy Stadium,RCB,RR,RR,field,RCB,runs,7.0,190.0,20.0,N,,MA Gough,MV Saidharshan Kumar,2023
1359507,2023,Kolkata,2023-04-23,League,AM Rahane,Eden Gardens,CSK,KKR,KKR,field,CSK,runs,49.0,236.0,20.0,N,,Nitin Menon,Tapan Sharma,2023
1359508,2023,Hyderabad,2023-04-24,League,AR Patel,Rajiv Gandhi International Stadium,DC,SRH,DC,bat,DC,runs,7.0,145.0,20.0,N,,J Madanagopal,RJ Tucker,2023
1359509,2023,Ahmedabad,2023-04-25,League,A Manohar,"Narendra Modi Stadium, Ahmedabad",GT,MI,MI,field,GT,runs,55.0,208.0,20.0,N,,AK Chaudhary,A Nand Kishore,2023
1359510,2023,Bengaluru,2023-04-26,League,CV Varun,M Chinnaswamy Stadium,KKR,RCB,RCB,field,KKR,runs,21.0,201.0,20.0,N,,KN Ananthapadmanabhan,R Pandit,2023
1359511,2023,Jaipur,2023-04-27,League,YBK Jaiswal,Sawai Mansingh Stadium,RR,CSK,RR,bat,RR,runs,32.0,203.0,20.0,N,,A Totre,YC Barde,2023
1359512,2023,Chandigarh,2023-04-28,League,MP Stoinis,Punjab Cricket Association Stadium,LSG,PBKS,PBKS,field,LSG,runs,56.0,258.0,20.0,N,,Nitin Menon,Vinod Seshan,2023
1359513,2023,Kolkata,2023-04-29,League,J Little,Eden Gardens,KKR,GT,GT,field,GT,wickets,7.0,180.0,20.0,N,,NA Patwardhan,GR Sadashiv Iyer,2023
1359514,2023,Delhi,2023-04-29,League,MR Marsh,Arun Jaitley Stadium,SRH,DC,SRH,bat,SRH,runs,9.0,198.0,20.0,N,,MA Gough,Navdeep Singh,2023
1359516,2023,Mumbai,2023-04-30,League,YBK Jaiswal,Wankhede Stadium,RR,MI,RR,bat,MI,wickets,6.0,213.0,20.0,N,,Vinod Seshan,VK Sharma,2023
1359515,2023,Chennai,2023-04-30,League,DP Conway,MA Chidambaram Stadium,CSK,PBKS,CSK,bat,PBKS,wickets,4.0,201.0,20.0,N,,RJ Tucker,UV Gandhe,2023
1359517,2023,Lucknow,2023-05-01,League,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,LSG,RCB,bat,RCB,runs,18.0,127.0,20.0,N,,AK Chaudhary,GR Sadashiv Iyer,2023
1359518,2023,Ahmedabad,2023-05-02,League,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",DC,GT,DC,bat,DC,runs,5.0,131.0,20.0,N,,MA Gough,R Pandit,2023
1359519,2023,Lucknow,2023-05-03,League,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,CSK,CSK,field,,no result,,,,N,,AK Chaudhary,NA Patwardhan,2023
1359520,2023,Chandigarh,2023-05-03,League,Ishan Kishan,Punjab Cricket Association Stadium,PBKS,MI,MI,field,MI,wickets,6.0,215.0,20.0,N,,J Madanagopal,RJ Tucker,2023
1359521,2023,Hyderabad,2023-05-04,League,CV Varun,Rajiv Gandhi International Stadium,KKR,SRH,KKR,bat,KKR,runs,5.0,172.0,20.0,N,,KN Ananthapadmanabhan,MA Gough,2023
1359522,2023,Jaipur,2023-05-05,League,Rashid Khan,Sawai Mansingh Stadium,RR,GT,RR,bat,GT,wickets,9.0,119.0,20.0,N,,HAS Khalid,VK Sharma,2023
1359524,2023,Delhi,2023-05-06,League,PD Salt,Arun Jaitley Stadium,RCB,DC,RCB,bat,DC,wickets,7.0,182.0,20.0,N,,RJ Tucker,YC Barde,2023
1359523,2023,Chennai,2023-05-06,League,M Pathirana,MA Chidambaram Stadium,MI,CSK,CSK,field,CSK,wickets,6.0,140.0,20.0,N,,BNJ Oxenford,Navdeep Singh,2023
1359525,2023,Ahmedabad,2023-05-07,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,LSG,LSG,field,GT,runs,56.0,228.0,20.0,N,,AK Chaudhary,A Nand Kishore,2023
1359526,2023,Jaipur,2023-05-07,League,GD Phillips,Sawai Mansingh Stadium,RR,SRH,RR,bat,SRH,wickets,4.0,215.0,20.0,N,,Nitin Menon,Vinod Seshan,2023
1359527,2023,Kolkata,2023-05-08,League,AD Russell,Eden Gardens,PBKS,KKR,PBKS,bat,KKR,wickets,5.0,180.0,20.0,N,,A Totre,J Madanagopal,2023
1359528,2023,Mumbai,2023-05-09,League,SA Yadav,Wankhede Stadium,RCB,MI,MI,field,MI,wickets,6.0,200.0,20.0,N,,HAS Khalid,VK Sharma,2023
1359529,2023,Chennai,2023-05-10,League,RA Jadeja,MA Chidambaram Stadium,CSK,DC,CSK,bat,CSK,runs,27.0,168.0,20.0,N,,CB Gaffaney,NA Patwardhan,2023
1359530,2023,Kolkata,2023-05-11,League,YBK Jaiswal,Eden Gardens,KKR,RR,RR,field,RR,wickets,9.0,150.0,20.0,N,,RJ Tucker,MV Saidharshan Kumar,2023
1359531,2023,Mumbai,2023-05-12,League,SA Yadav,Wankhede Stadium,MI,GT,GT,field,MI,runs,27.0,219.0,20.0,N,,Nitin Menon,Tapan Sharma,2023
1359533,2023,Delhi,2023-05-13,League,P Simran Singh,Arun Jaitley Stadium,PBKS,DC,DC,field,PBKS,runs,31.0,168.0,20.0,N,,CB Gaffaney,NA Patwardhan,2023
1359532,2023,Hyderabad,2023-05-13,League,PN Mankad,Rajiv Gandhi International Stadium,SRH,LSG,SRH,bat,LSG,wickets,7.0,183.0,20.0,N,,A Totre,J Madanagopal,2023
1359534,2023,Jaipur,2023-05-14,League,WD Parnell,Sawai Mansingh Stadium,RCB,RR,RCB,bat,RCB,runs,112.0,172.0,20.0,N,,KN Ananthapadmanabhan,Navdeep Singh,2023
1359535,2023,Chennai,2023-05-14,League,RK Singh,MA Chidambaram Stadium,CSK,KKR,CSK,bat,KKR,wickets,6.0,145.0,20.0,N,,Tapan Sharma,Vinod Seshan,2023
1359536,2023,Ahmedabad,2023-05-15,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,SRH,SRH,field,GT,runs,34.0,189.0,20.0,N,,J Madanagopal,UV Gandhe,2023
1359537,2023,Lucknow,2023-05-16,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,MI,MI,field,LSG,runs,5.0,178.0,20.0,N,,AK Chaudhary,A Nand Kishore,2023
1359538,2023,Dharamsala,2023-05-17,League,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DC,PBKS,PBKS,field,DC,runs,15.0,214.0,20.0,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar,2023
1359539,2023,Hyderabad,2023-05-18,League,V Kohli,Rajiv Gandhi International Stadium,SRH,RCB,RCB,field,RCB,wickets,8.0,187.0,20.0,N,,BNJ Oxenford,VK Sharma,2023
1359540,2023,Dharamsala,2023-05-19,League,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,RR,RR,field,RR,wickets,4.0,188.0,20.0,N,,A Nand Kishore,RJ Tucker,2023
1359541,2023,Delhi,2023-05-20,League,RD Gaikwad,Arun Jaitley Stadium,CSK,DC,CSK,bat,CSK,runs,77.0,224.0,20.0,N,,CB Gaffaney,NA Patwardhan,2023
1359542,2023,Kolkata,2023-05-20,League,N Pooran,Eden Gardens,LSG,KKR,KKR,field,LSG,runs,1.0,177.0,20.0,N,,J Madanagopal,UV Gandhe,2023
1359543,2023,Mumbai,2023-05-21,League,C Green,Wankhede Stadium,SRH,MI,MI,field,MI,wickets,8.0,201.0,20.0,N,,KN Ananthapadmanabhan,RJ Tucker,2023
1359544,2023,Bengaluru,2023-05-21,League,Shubman Gill,M Chinnaswamy Stadium,RCB,GT,GT,field,GT,wickets,6.0,198.0,20.0,N,,Nitin Menon,VK Sharma,2023
1370350,2023,Chennai,2023-05-23,Qualifier 1,RD Gaikwad,MA Chidambaram Stadium,CSK,GT,GT,field,CSK,runs,15.0,173.0,20.0,N,,AK Chaudhary,CB Gaffaney,2023
1370351,2023,Chennai,2023-05-24,Eliminator,Akash Madhwal,MA Chidambaram Stadium,MI,LSG,MI,bat,MI,runs,81.0,183.0,20.0,N,,BNJ Oxenford,VK Sharma,2023
1370352,2023,Ahmedabad,2023-05-26,Qualifier 2,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,MI,MI,field,GT,runs,62.0,234.0,20.0,N,,Nitin Menon,RJ Tucker,2023
1370353,2023,Ahmedabad,2023-05-29,Final,DP Conway,"Narendra Modi Stadium, Ahmedabad",GT,CSK,CSK,field,CSK,wickets,5.0,171.0,15.0,N,D/L,Nitin Menon,RJ Tucker,2023
1422119,2024,Chennai,2024-03-22,League,Mustafizur Rahman,MA Chidambaram Stadium,RCB,CSK,RCB,bat,CSK,wickets,6.0,174.0,20.0,N,,HAS Khalid,VK Sharma,2024
1422121,2024,Kolkata,2024-03-23,League,AD Russell,Eden Gardens,KKR,SRH,SRH,field,KKR,runs,4.0,209.0,20.0,N,,R Pandit,YC Barde,2024
1422120,2024,Mohali,2024-03-23,League,SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DC,PBKS,PBKS,field,PBKS,wickets,4.0,175.0,20.0,N,,J Madanagopal,NA Patwardhan,2024
1422122,2024,Jaipur,2024-03-24,League,SV Samson,Sawai Mansingh Stadium,RR,LSG,RR,bat,RR,runs,20.0,194.0,20.0,N,,A Totre,HDPK Dharmasena,2024
1422123,2024,Ahmedabad,2024-03-24,League,B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",GT,MI,MI,field,GT,runs,6.0,169.0,20.0,N,,VA Kulkarni,VK Sharma,2024
1422124,2024,Bengaluru,2024-03-25,League,V Kohli,M Chinnaswamy Stadium,PBKS,RCB,RCB,field,RCB,wickets,4.0,177.0,20.0,N,,AK Chaudhary,MV Saidharshan Kumar,2024
1422125,2024,Chennai,2024-03-26,League,S Dube,MA Chidambaram Stadium,CSK,GT,GT,field,CSK,runs,63.0,207.0,20.0,N,,AG Wharf,Tapan Sharma,2024
1422126,2024,Hyderabad,2024-03-27,League,Abhishek Sharma,Rajiv Gandhi International Stadium,SRH,MI,MI,field,SRH,runs,31.0,278.0,20.0,N,,KN Ananthapadmanabhan,UV Gandhe,2024
1422127,2024,Jaipur,2024-03-28,League,R Parag,Sawai Mansingh Stadium,RR,DC,DC,field,RR,runs,12.0,186.0,20.0,N,,A Nand Kishore,Nitin Menon,2024
1422128,2024,Bengaluru,2024-03-29,League,SP Narine,M Chinnaswamy Stadium,RCB,KKR,KKR,field,KKR,wickets,7.0,183.0,20.0,N,,AK Chaudhary,R Pandit,2024
1422129,2024,Lucknow,2024-03-30,League,MP Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,PBKS,LSG,bat,LSG,runs,21.0,200.0,20.0,N,,J Madanagopal,Navdeep Singh,2024
1422130,2024,Ahmedabad,2024-03-31,League,MM Sharma,"Narendra Modi Stadium, Ahmedabad",SRH,GT,SRH,bat,GT,wickets,7.0,163.0,20.0,N,,HAS Khalid,VK Sharma,2024
1422131,2024,Visakhapatnam,2024-03-31,League,KK Ahmed,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,DC,CSK,DC,bat,DC,runs,20.0,192.0,20.0,N,,HDPK Dharmasena,Vinod Seshan,2024
1422132,2024,Mumbai,2024-04-01,League,TA Boult,Wankhede Stadium,MI,RR,RR,field,RR,wickets,6.0,126.0,20.0,N,,MV Saidharshan Kumar,YC Barde,2024
1422133,2024,Bengaluru,2024-04-02,League,MP Yadav,M Chinnaswamy Stadium,LSG,RCB,RCB,field,LSG,runs,28.0,182.0,20.0,N,,J Madanagopal,NA Patwardhan,2024
